resId,sampUnitIds,sampId,sampCountry,sampY,sampM,sampD,sampEventInfo,sampSize,sampSizeUnit,sampSizeUnit_desc,sampMatCode,sampMatText,analysisY,analysisM,analysisD,anPortSeq,labId,labAccred,labAccred_desc,paramCode,paramCode_desc,paramText,anMethRefId,anMethCode,anMethCode_desc,anMethText,resUnit,resUnit_desc,resLOD,resLOQ,resVal,resValRec,resValRecCorr,exprResType,exprResType_desc,resQualValue,resType,resType_desc,resValUncert,resValUncertSD
Pol134,sampHoldingId=Foulum$herdId=8,Po134,DK,2019,9,6,com=sampT 10:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,2,3,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Brassica napus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,24,,,,.,POS,VAL,Numerical Value,,
Nos27a,sampHoldingId=Foulum$herdId=1,No27a,DK,2019,10,11,com=sampT 11:23,59,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,9,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.7,,,,.,,VAL,Numerical Value,,
Nos27b,sampHoldingId=Foulum$herdId=1,No27b,DK,2019,10,11,com=sampT 11:23,59,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,9,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos28a,sampHoldingId=Foulum$herdId=2,No28a,DK,2019,10,11,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,10,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.9,,,,.,,VAL,Numerical Value,,
Nos28b,sampHoldingId=Foulum$herdId=2,No28b,DK,2019,10,11,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,10,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos30a,sampHoldingId=Foulum$herdId=5,No30a,DK,2019,10,11,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,10,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.7,,,,.,,VAL,Numerical Value,,
Nos30b,sampHoldingId=Foulum$herdId=5,No30b,DK,2019,10,11,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,10,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Var22,sampHoldingId=Foulum$herdId=1,Va22,DK,2019,10,11,com=sampT 16:36,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1.7,,,,.,POS,VAL,Numerical Value,,
Var23,sampHoldingId=Foulum$herdId=2,Va23,DK,2019,10,11,com=sampT 16:36,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var24,sampHoldingId=Foulum$herdId=6,Va24,DK,2019,10,11,com=sampT 16:36,84,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var25,sampHoldingId=Foulum$herdId=3,Va25,DK,2019,10,11,com=sampT 16:36,104,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var26,sampHoldingId=Foulum$herdId=5,Va26,DK,2019,10,11,com=sampT 16:36,115,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var27,sampHoldingId=Foulum$herdId=7,Va27,DK,2019,10,11,com=sampT 16:36,79,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var28,sampHoldingId=Foulum$herdId=8,Va28,DK,2019,10,11,com=sampT 16:36,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Vir165,sampHoldingId=Foulum$herdId=1,Vi165,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir169,sampHoldingId=Foulum$herdId=2,Vi169,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir166,sampHoldingId=Foulum$herdId=1,Vi166,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir167,sampHoldingId=Foulum$herdId=1,Vi167,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5.1,,,,.,,VAL,Numerical Value,,
Vir168,sampHoldingId=Foulum$herdId=1,Vi168,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.1,,,,.,,VAL,Numerical Value,,
Vir170,sampHoldingId=Foulum$herdId=2,Vi170,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir171,sampHoldingId=Foulum$herdId=2,Vi171,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5.8,,,,.,,VAL,Numerical Value,,
Vir172,sampHoldingId=Foulum$herdId=2,Vi172,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.5,,,,.,,VAL,Numerical Value,,
Vir173,sampHoldingId=Foulum$herdId=3,Vi173,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir174,sampHoldingId=Foulum$herdId=3,Vi174,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir175,sampHoldingId=Foulum$herdId=3,Vi175,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.8,,,,.,,VAL,Numerical Value,,
Vir176,sampHoldingId=Foulum$herdId=3,Vi176,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir177,sampHoldingId=Foulum$herdId=5,Vi177,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir178,sampHoldingId=Foulum$herdId=5,Vi178,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir179,sampHoldingId=Foulum$herdId=5,Vi179,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.7,,,,.,,VAL,Numerical Value,,
Vir180,sampHoldingId=Foulum$herdId=5,Vi180,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir181,sampHoldingId=Foulum$herdId=6,Vi181,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir182,sampHoldingId=Foulum$herdId=6,Vi182,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir183,sampHoldingId=Foulum$herdId=6,Vi183,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.5,,,,.,,VAL,Numerical Value,,
Vir184,sampHoldingId=Foulum$herdId=6,Vi184,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.9,,,,.,,VAL,Numerical Value,,
Vir185,sampHoldingId=Foulum$herdId=7,Vi185,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir189,sampHoldingId=Foulum$herdId=8,Vi189,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir186,sampHoldingId=Foulum$herdId=7,Vi186,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir187,sampHoldingId=Foulum$herdId=7,Vi187,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.1,,,,.,,VAL,Numerical Value,,
Vir188,sampHoldingId=Foulum$herdId=7,Vi188,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.7,,,,.,,VAL,Numerical Value,,
Vir190,sampHoldingId=Foulum$herdId=8,Vi190,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5.3,,,,.,,VAL,Numerical Value,,
Vir191,sampHoldingId=Foulum$herdId=8,Vi191,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.5,,,,.,,VAL,Numerical Value,,
Vir192,sampHoldingId=Foulum$herdId=8,Vi192,DK,2019,10,11,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Nos34a,sampHoldingId=Foulum$herdId=1,No34a,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.7,,,,.,,VAL,Numerical Value,,
Nos34b,sampHoldingId=Foulum$herdId=1,No34b,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos35a,sampHoldingId=Foulum$herdId=3,No35a,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.4,,,,.,,VAL,Numerical Value,,
Nos35b,sampHoldingId=Foulum$herdId=3,No35b,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos36a,sampHoldingId=Foulum$herdId=5,No36a,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,7,,,,.,,VAL,Numerical Value,,
Nos36b,sampHoldingId=Foulum$herdId=5,No36b,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos37a,sampHoldingId=Foulum$herdId=6,No37a,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6,,,,.,,VAL,Numerical Value,,
Nos37b,sampHoldingId=Foulum$herdId=6,No37b,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos38a,sampHoldingId=Foulum$herdId=7,No38a,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,7,,,,.,,VAL,Numerical Value,,
Nos38b,sampHoldingId=Foulum$herdId=7,No38b,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos39a,sampHoldingId=Foulum$herdId=8,No39a,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,7.1,,,,.,,VAL,Numerical Value,,
Nos39b,sampHoldingId=Foulum$herdId=8,No39b,DK,2020,4,15,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Pol136,sampHoldingId=Foulum$herdId=,Po136,DK,2020,4,22,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,2,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Brassica napus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,53.4,,,,.,POS,VAL,Numerical Value,,
Pol137,sampHoldingId=Foulum$herdId=,Po137,DK,2020,4,22,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,2,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Raphanus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,5.2,,,,.,POS,VAL,Numerical Value,,
Pol141,sampHoldingId=Foulum$herdId=,Po141,DK,2020,6,2,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,3,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Salix,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,7.4,,,,.,POS,VAL,Numerical Value,,
Pol138,sampHoldingId=Foulum$herdId=,Po138,DK,2020,4,22,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,2,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Prunus/Pyrinae,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,3.8,,,,.,POS,VAL,Numerical Value,,
Pol139,sampHoldingId=Foulum$herdId=,Po139,DK,2020,4,22,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,2,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Trifolium repens,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,29.8,,,,.,POS,VAL,Numerical Value,,
Pol140,sampHoldingId=Foulum$herdId=,Po140,DK,2020,6,2,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,3,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Brassica napus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,19.2,,,,.,POS,VAL,Numerical Value,,
Pol142,sampHoldingId=Foulum$herdId=,Po142,DK,2020,6,2,com=sampT 15:00,500,G297A,Grain,A0CVH,Pollen from bees,2020,12,3,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Prunus/Pyrinae,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,68.8,,,,.,POS,VAL,Numerical Value,,
Pst294,sampHoldingId=Foulum$herdId=8,Ps294,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-1071-001-PPP,Fluopyram,Fluopyram,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,1.1,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst295,sampHoldingId=Foulum$herdId=7,Ps295,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-1071-001-PPP,Fluopyram,Fluopyram,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.56,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst296,sampHoldingId=Foulum$herdId=3,Ps296,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-1071-001-PPP,Fluopyram,Fluopyram,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.2,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst298,sampHoldingId=Foulum$herdId=1,Ps298,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-1071-001-PPP,Fluopyram,Fluopyram,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.19,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst299,sampHoldingId=Foulum$herdId=6,Ps299,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-0049-001-PPP,Boscalid,Boscalid,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.004,,,B001A,Whole weight,POS,LOQ,Non Quantified Value ( less than LOQ),,
Pst300,sampHoldingId=Foulum$herdId=3,Ps296,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-0393-001-PPP,"Spinosad (spinosad, sum of spinosyn A and spinosyn D)",Spinosad,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.016,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst304,sampHoldingId=Foulum$herdId=6,Ps299,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-1071-001-PPP,Fluopyram,Fluopyram,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.29,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst305,sampHoldingId=Foulum$herdId=5,Ps305,DK,2020,6,18,com=sampT,,,.,A0CVF,Beebread,2020,12,1,1,LAB_ES,L003A,None,RF-1071-001-PPP,Fluopyram,Fluopyram,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.24,,,B001A,Whole weight,POS,VAL,Numerical Value,,
